Suburb,Pricepermeterland,Date,Dayofweek,Months,Type,,Month,Avgmonthprice
Footscray, ,42404,Thursday,February,u,,January,1636.921661
Port Melbourne, ,42404,Thursday,February,u,,February,1599.521219
Ormond, ,42404,Thursday,February,u,,March,2070.981447
Altona,10428.57143,42476,Saturday,April,u,,April,2868.169345
Armadale, ,42476,Saturday,April,u,,May,5141.503567
Ascot Vale,2026.578073,42476,Saturday,April,u,,June,2369.704667
Avondale Heights,2301.038062,42476,Saturday,April,u,,July,5030.956589
Brighton,6106.870229,42476,Saturday,April,u,,September,2413.452481
Coburg, ,42476,Saturday,April,u,,November,2594.911772
Collingwood, ,42476,Saturday,April,u,,December,2406.722813
Elsternwick, ,42476,Saturday,April,u,,,
Elwood,422.9346486,42476,Saturday,April,u,,,
Elwood, ,42476,Saturday,April,u,,,
Elwood, ,42476,Saturday,April,u,,,
Essendon,1593.625498,42476,Saturday,April,u,,,
Essendon, ,42476,Saturday,April,u,,,
Essendon, ,42476,Saturday,April,u,,,
Footscray, ,42476,Saturday,April,u,,,
Footscray,2971.014493,42476,Saturday,April,u,,,
Hughesdale, ,42476,Saturday,April,u,,,
Maidstone, ,42476,Saturday,April,u,,,
Maribyrnong, ,42476,Saturday,April,u,,,
Middle Park, ,42476,Saturday,April,u,,,
North Melbourne, ,42476,Saturday,April,u,,,
North Melbourne, ,42476,Saturday,April,u,,,
Pascoe Vale, ,42476,Saturday,April,u,,,
Prahran, ,42476,Saturday,April,u,,,
Prahran, ,42476,Saturday,April,u,,,
Reservoir,3615.384615,42476,Saturday,April,u,,,
Reservoir, ,42476,Saturday,April,u,,,
Reservoir,3196.721311,42476,Saturday,April,u,,,
Richmond, ,42476,Saturday,April,u,,,
South Melbourne, ,42476,Saturday,April,u,,,
South Melbourne, ,42476,Saturday,April,u,,,
South Yarra,701.6348774,42476,Saturday,April,u,,,
Southbank, ,42476,Saturday,April,u,,,
St Kilda,737.1888726,42476,Saturday,April,u,,,
St Kilda, ,42476,Saturday,April,u,,,
St Kilda, ,42476,Saturday,April,u,,,
Thornbury, ,42476,Saturday,April,u,,,
Yarraville, ,42476,Saturday,April,u,,,
Brunswick East, ,42476,Saturday,April,u,,,
Ormond, ,42476,Saturday,April,u,,,
Altona,2814.634146,42483,Saturday,April,u,,,
Box Hill, ,42483,Saturday,April,u,,,
Doncaster,6746.268657,42483,Saturday,April,u,,,
Essendon, ,42483,Saturday,April,u,,,
Fitzroy, ,42483,Saturday,April,u,,,
Kensington, ,42483,Saturday,April,u,,,
Kensington, ,42483,Saturday,April,u,,,
Maidstone, ,42483,Saturday,April,u,,,
Malvern East, ,42483,Saturday,April,u,,,
Melbourne, ,42483,Saturday,April,u,,,
Northcote, ,42483,Saturday,April,u,,,
Prahran, ,42483,Saturday,April,u,,,
Reservoir,1848.591549,42483,Saturday,April,u,,,
South Melbourne, ,42483,Saturday,April,u,,,
South Yarra, ,42483,Saturday,April,u,,,
Southbank, ,42483,Saturday,April,u,,,
St Kilda, ,42483,Saturday,April,u,,,
Ormond,2460.732984,42483,Saturday,April,u,,,
Armadale,347.8466635,42497,Saturday,May,u,,,
Armadale, ,42497,Saturday,May,u,,,
Balaclava, ,42497,Saturday,May,u,,,
Bentleigh East, ,42497,Saturday,May,u,,,
Bentleigh East,2456.603774,42497,Saturday,May,u,,,
Brighton,3846.982759,42497,Saturday,May,u,,,
Brunswick, ,42497,Saturday,May,u,,,
Brunswick West, ,42497,Saturday,May,u,,,
Carnegie, ,42497,Saturday,May,u,,,
Elwood, ,42497,Saturday,May,u,,,
Elwood, ,42497,Saturday,May,u,,,
Fitzroy, ,42497,Saturday,May,u,,,
Footscray,437.593985,42497,Saturday,May,u,,,
Malvern, ,42497,Saturday,May,u,,,
Maribyrnong,74.1918389,42497,Saturday,May,u,,,
Melbourne, ,42497,Saturday,May,u,,,
Newport, ,42497,Saturday,May,u,,,
North Melbourne, ,42497,Saturday,May,u,,,
Northcote,222.1041445,42497,Saturday,May,u,,,
Pascoe Vale,2414.634146,42497,Saturday,May,u,,,
Pascoe Vale,2842.767296,42497,Saturday,May,u,,,
Port Melbourne, ,42497,Saturday,May,u,,,
Port Melbourne,390.1200369,42497,Saturday,May,u,,,
Port Melbourne, ,42497,Saturday,May,u,,,
Prahran,1141.678129,42497,Saturday,May,u,,,
Reservoir,2368.421053,42497,Saturday,May,u,,,
Reservoir,2771.317829,42497,Saturday,May,u,,,
Richmond,54.32595573,42497,Saturday,May,u,,,
South Yarra, ,42497,Saturday,May,u,,,
South Yarra, ,42497,Saturday,May,u,,,
South Yarra, ,42497,Saturday,May,u,,,
Southbank, ,42497,Saturday,May,u,,,
Southbank, ,42497,Saturday,May,u,,,
Southbank, ,42497,Saturday,May,u,,,
St Kilda, ,42497,Saturday,May,u,,,
St Kilda,85.07670851,42497,Saturday,May,u,,,
St Kilda, ,42497,Saturday,May,u,,,
St Kilda, ,42497,Saturday,May,u,,,
St Kilda, ,42497,Saturday,May,u,,,
Toorak, ,42497,Saturday,May,u,,,
West Melbourne, ,42497,Saturday,May,u,,,
West Melbourne, ,42497,Saturday,May,u,,,
Williamstown, ,42497,Saturday,May,u,,,
Windsor, ,42497,Saturday,May,u,,,
Windsor, ,42497,Saturday,May,u,,,
Aberfeldie, ,42497,Saturday,May,u,,,
Aberfeldie,481.557377,42497,Saturday,May,u,,,
Carlton, ,42497,Saturday,May,u,,,
Murrumbeena,3519.855596,42497,Saturday,May,u,,,
Murrumbeena,2472.727273,42497,Saturday,May,u,,,
West Footscray, ,42497,Saturday,May,u,,,
Oakleigh, ,42497,Saturday,May,u,,,
Ripponlea,837.9501385,42497,Saturday,May,u,,,
Abbotsford, ,42504,Saturday,May,u,,,
Altona,3690.47619,42504,Saturday,May,u,,,
Armadale,442.6787741,42504,Saturday,May,u,,,
Ashwood,3194.444444,42504,Saturday,May,u,,,
Brighton,6941.176471,42504,Saturday,May,u,,,
Brighton,7627.118644,42504,Saturday,May,u,,,
Collingwood, ,42504,Saturday,May,u,,,
Essendon, ,42504,Saturday,May,u,,,
Essendon North,5113.636364,42504,Saturday,May,u,,,
Hampton,3028.571429,42504,Saturday,May,u,,,
Keilor East,1850.393701,42504,Saturday,May,u,,,
Keilor East,1590.909091,42504,Saturday,May,u,,,
Malvern East, ,42504,Saturday,May,u,,,
Moonee Ponds, ,42504,Saturday,May,u,,,
Niddrie,3658.536585,42504,Saturday,May,u,,,
Northcote, ,42504,Saturday,May,u,,,
Northcote, ,42504,Saturday,May,u,,,
Pascoe Vale,2228.310502,42504,Saturday,May,u,,,
Port Melbourne,378.578024,42504,Saturday,May,u,,,
Prahran, ,42504,Saturday,May,u,,,
Preston,4145.299145,42504,Saturday,May,u,,,
Reservoir,2727.272727,42504,Saturday,May,u,,,
Richmond, ,42504,Saturday,May,u,,,
Richmond, ,42504,Saturday,May,u,,,
Richmond, ,42504,Saturday,May,u,,,
South Melbourne, ,42504,Saturday,May,u,,,
South Yarra, ,42504,Saturday,May,u,,,
South Yarra, ,42504,Saturday,May,u,,,
South Yarra, ,42504,Saturday,May,u,,,
South Yarra,280.8988764,42504,Saturday,May,u,,,
Southbank,123.7751418,42504,Saturday,May,u,,,
St Kilda, ,42504,Saturday,May,u,,,
St Kilda, ,42504,Saturday,May,u,,,
St Kilda, ,42504,Saturday,May,u,,,
St Kilda, ,42504,Saturday,May,u,,,
Thornbury,542.4836601,42504,Saturday,May,u,,,
Toorak, ,42504,Saturday,May,u,,,
Williamstown, ,42504,Saturday,May,u,,,
Williamstown, ,42504,Saturday,May,u,,,
Carlton, ,42504,Saturday,May,u,,,
Carlton, ,42504,Saturday,May,u,,,
Gardenvale, ,42504,Saturday,May,u,,,
Albert Park, ,42512,Sunday,May,u,,,
Alphington, ,42512,Sunday,May,u,,,
Ascot Vale, ,42512,Sunday,May,u,,,
Ascot Vale, ,42512,Sunday,May,u,,,
Balaclava, ,42512,Sunday,May,u,,,
Bentleigh East, ,42512,Sunday,May,u,,,
Bentleigh East,2563.291139,42512,Sunday,May,u,,,
Brighton, ,42512,Sunday,May,u,,,
Brighton,6376.811594,42512,Sunday,May,u,,,
Brighton,6952.830189,42512,Sunday,May,u,,,
Brunswick, ,42512,Sunday,May,u,,,
Brunswick West, ,42512,Sunday,May,u,,,
Brunswick West, ,42512,Sunday,May,u,,,
Elsternwick, ,42512,Sunday,May,u,,,
Elwood, ,42512,Sunday,May,u,,,
Fitzroy,305.5355859,42512,Sunday,May,u,,,
Keilor East, ,42512,Sunday,May,u,,,
Malvern, ,42512,Sunday,May,u,,,
Malvern East, ,42512,Sunday,May,u,,,
Malvern East, ,42512,Sunday,May,u,,,
Moonee Ponds, ,42512,Sunday,May,u,,,
Northcote, ,42512,Sunday,May,u,,,
Oak Park,3405.797101,42512,Sunday,May,u,,,
Port Melbourne, ,42512,Sunday,May,u,,,
Port Melbourne, ,42512,Sunday,May,u,,,
Port Melbourne, ,42512,Sunday,May,u,,,
Port Melbourne, ,42512,Sunday,May,u,,,
Reservoir,2513.96648,42512,Sunday,May,u,,,
Richmond, ,42512,Sunday,May,u,,,
Richmond, ,42512,Sunday,May,u,,,
Richmond, ,42512,Sunday,May,u,,,
Seddon, ,42512,Sunday,May,u,,,
South Melbourne, ,42512,Sunday,May,u,,,
South Yarra,1125,42512,Sunday,May,u,,,
South Yarra, ,42512,Sunday,May,u,,,
South Yarra, ,42512,Sunday,May,u,,,
Southbank,210.6598985,42512,Sunday,May,u,,,
St Kilda,503.7159372,42512,Sunday,May,u,,,
St Kilda, ,42512,Sunday,May,u,,,
St Kilda, ,42512,Sunday,May,u,,,
Thornbury, ,42512,Sunday,May,u,,,
Thornbury,4548.87218,42512,Sunday,May,u,,,
Toorak, ,42512,Sunday,May,u,,,
Windsor,566.572238,42512,Sunday,May,u,,,
Carlton, ,42512,Sunday,May,u,,,
Carlton, ,42512,Sunday,May,u,,,
Kingsville, ,42512,Sunday,May,u,,,
Ormond,3445.378151,42512,Sunday,May,u,,,
Altona,10428.57143,42518,Saturday,May,u,,,
Armadale, ,42518,Saturday,May,u,,,
Bentleigh East,3065.1341,42518,Saturday,May,u,,,
Brighton East,3303.964758,42518,Saturday,May,u,,,
Brighton East,5484.581498,42518,Saturday,May,u,,,
Brunswick, ,42518,Saturday,May,u,,,
Brunswick, ,42518,Saturday,May,u,,,
Brunswick West, ,42518,Saturday,May,u,,,
Brunswick West, ,42518,Saturday,May,u,,,
Burwood, ,42518,Saturday,May,u,,,
Carnegie,6388.888889,42518,Saturday,May,u,,,
Carnegie, ,42518,Saturday,May,u,,,
Caulfield North, ,42518,Saturday,May,u,,,
Caulfield North, ,42518,Saturday,May,u,,,
Coburg, ,42518,Saturday,May,u,,,
Collingwood, ,42518,Saturday,May,u,,,
Collingwood, ,42518,Saturday,May,u,,,
Elsternwick, ,42518,Saturday,May,u,,,
Elsternwick, ,42518,Saturday,May,u,,,
Flemington, ,42518,Saturday,May,u,,,
Footscray, ,42518,Saturday,May,u,,,
Malvern,5681.818182,42518,Saturday,May,u,,,
Melbourne, ,42518,Saturday,May,u,,,
Moonee Ponds,3364.0553,42518,Saturday,May,u,,,
North Melbourne, ,42518,Saturday,May,u,,,
Port Melbourne, ,42518,Saturday,May,u,,,
Port Melbourne, ,42518,Saturday,May,u,,,
Port Melbourne, ,42518,Saturday,May,u,,,
Prahran, ,42518,Saturday,May,u,,,
Reservoir,3347.107438,42518,Saturday,May,u,,,
Reservoir,3100.719424,42518,Saturday,May,u,,,
Richmond, ,42518,Saturday,May,u,,,
South Yarra, ,42518,Saturday,May,u,,,
South Yarra, ,42518,Saturday,May,u,,,
St Kilda, ,42518,Saturday,May,u,,,
St Kilda, ,42518,Saturday,May,u,,,
St Kilda, ,42518,Saturday,May,u,,,
St Kilda,754.4581619,42518,Saturday,May,u,,,
Thornbury,7329.268293,42518,Saturday,May,u,,,
Toorak, ,42518,Saturday,May,u,,,
West Melbourne, ,42518,Saturday,May,u,,,
Williamstown, ,42518,Saturday,May,u,,,
Windsor, ,42518,Saturday,May,u,,,
Windsor, ,42518,Saturday,May,u,,,
Brunswick East, ,42518,Saturday,May,u,,,
Brunswick East, ,42518,Saturday,May,u,,,
Brunswick East, ,42518,Saturday,May,u,,,
Carlton, ,42518,Saturday,May,u,,,
East Melbourne, ,42518,Saturday,May,u,,,
East Melbourne, ,42518,Saturday,May,u,,,
Ormond,6569.148936,42518,Saturday,May,u,,,
Ormond, ,42518,Saturday,May,u,,,
West Footscray, ,42518,Saturday,May,u,,,
Albion,4027.777778,42518,Saturday,May,u,,,
Ripponlea, ,42518,Saturday,May,u,,,
Travancore, ,42518,Saturday,May,u,,,
Armadale, ,42525,Saturday,June,u,,,
Armadale, ,42525,Saturday,June,u,,,
Bentleigh East,6513.157895,42525,Saturday,June,u,,,
Bentleigh East,3931.034483,42525,Saturday,June,u,,,
Braybrook,1513.761468,42525,Saturday,June,u,,,
Brighton,8888.888889,42525,Saturday,June,u,,,
Brunswick, ,42525,Saturday,June,u,,,
Brunswick, ,42525,Saturday,June,u,,,
Brunswick West,832.7464789,42525,Saturday,June,u,,,
Carnegie, ,42525,Saturday,June,u,,,
Carnegie, ,42525,Saturday,June,u,,,
Carnegie, ,42525,Saturday,June,u,,,
Carnegie, ,42525,Saturday,June,u,,,
Chadstone,3125,42525,Saturday,June,u,,,
Doncaster, ,42525,Saturday,June,u,,,
Elsternwick,3152.542373,42525,Saturday,June,u,,,
Elwood, ,42525,Saturday,June,u,,,
Hadfield,2066.666667,42525,Saturday,June,u,,,
Kensington, ,42525,Saturday,June,u,,,
Kensington, ,42525,Saturday,June,u,,,
Maidstone,3190.789474,42525,Saturday,June,u,,,
Melbourne, ,42525,Saturday,June,u,,,
Middle Park,703.9473684,42525,Saturday,June,u,,,
Niddrie, ,42525,Saturday,June,u,,,
Niddrie,3041.474654,42525,Saturday,June,u,,,
North Melbourne, ,42525,Saturday,June,u,,,
North Melbourne, ,42525,Saturday,June,u,,,
Port Melbourne, ,42525,Saturday,June,u,,,
Port Melbourne, ,42525,Saturday,June,u,,,
Port Melbourne, ,42525,Saturday,June,u,,,
Prahran, ,42525,Saturday,June,u,,,
Prahran, ,42525,Saturday,June,u,,,
Prahran, ,42525,Saturday,June,u,,,
Richmond, ,42525,Saturday,June,u,,,
South Melbourne, ,42525,Saturday,June,u,,,
South Melbourne,1736.30137,42525,Saturday,June,u,,,
South Yarra, ,42525,Saturday,June,u,,,
South Yarra, ,42525,Saturday,June,u,,,
South Yarra, ,42525,Saturday,June,u,,,
South Yarra, ,42525,Saturday,June,u,,,
South Yarra, ,42525,Saturday,June,u,,,
South Yarra, ,42525,Saturday,June,u,,,
Southbank, ,42525,Saturday,June,u,,,
Southbank, ,42525,Saturday,June,u,,,
Southbank, ,42525,Saturday,June,u,,,
St Kilda,131.9902744,42525,Saturday,June,u,,,
St Kilda, ,42525,Saturday,June,u,,,
St Kilda, ,42525,Saturday,June,u,,,
Templestowe Lower,1836.676218,42525,Saturday,June,u,,,
Toorak, ,42525,Saturday,June,u,,,
Toorak, ,42525,Saturday,June,u,,,
West Melbourne, ,42525,Saturday,June,u,,,
Carlton, ,42525,Saturday,June,u,,,
Glen Huntly, ,42525,Saturday,June,u,,,
Box Hill,372.0930233,42533,Sunday,June,u,,,
Brunswick West, ,42533,Sunday,June,u,,,
Carnegie, ,42533,Sunday,June,u,,,
Elwood, ,42533,Sunday,June,u,,,
Footscray, ,42533,Sunday,June,u,,,
Hampton, ,42533,Sunday,June,u,,,
Kensington, ,42533,Sunday,June,u,,,
South Yarra, ,42533,Sunday,June,u,,,
St Kilda,76.56208099,42533,Sunday,June,u,,,
St Kilda, ,42533,Sunday,June,u,,,
Ormond, ,42533,Sunday,June,u,,,
Abbotsford, ,42539,Saturday,June,u,,,
Armadale, ,42539,Saturday,June,u,,,
Armadale, ,42539,Saturday,June,u,,,
Ascot Vale, ,42539,Saturday,June,u,,,
Ashwood,7430.555556,42539,Saturday,June,u,,,
Balaclava, ,42539,Saturday,June,u,,,
Bentleigh East,3174.603175,42539,Saturday,June,u,,,
Bentleigh East,4253.246753,42539,Saturday,June,u,,,
Bentleigh East,2371.134021,42539,Saturday,June,u,,,
Box Hill,4323.863636,42539,Saturday,June,u,,,
Brunswick, ,42539,Saturday,June,u,,,
Brunswick West, ,42539,Saturday,June,u,,,
Burwood,2949.308756,42539,Saturday,June,u,,,
Carnegie,6368.932039,42539,Saturday,June,u,,,
Carnegie, ,42539,Saturday,June,u,,,
Carnegie,3735.632184,42539,Saturday,June,u,,,
Clifton Hill, ,42539,Saturday,June,u,,,
Coburg, ,42539,Saturday,June,u,,,
Doncaster,3603.448276,42539,Saturday,June,u,,,
Elwood, ,42539,Saturday,June,u,,,
Essendon, ,42539,Saturday,June,u,,,
Essendon North, ,42539,Saturday,June,u,,,
Fitzroy, ,42539,Saturday,June,u,,,
Fitzroy, ,42539,Saturday,June,u,,,
Flemington, ,42539,Saturday,June,u,,,
Footscray, ,42539,Saturday,June,u,,,
Footscray, ,42539,Saturday,June,u,,,
Glenroy,2513.368984,42539,Saturday,June,u,,,
Glenroy,1820.754717,42539,Saturday,June,u,,,
Hampton,4901.960784,42539,Saturday,June,u,,,
Hughesdale, ,42539,Saturday,June,u,,,
Malvern, ,42539,Saturday,June,u,,,
Malvern East,4161.764706,42539,Saturday,June,u,,,
Malvern East, ,42539,Saturday,June,u,,,
Maribyrnong,187.7903119,42539,Saturday,June,u,,,
Melbourne, ,42539,Saturday,June,u,,,
Middle Park, ,42539,Saturday,June,u,,,
Moonee Ponds, ,42539,Saturday,June,u,,,
Niddrie,3465.346535,42539,Saturday,June,u,,,
Niddrie,3838.383838,42539,Saturday,June,u,,,
Port Melbourne, ,42539,Saturday,June,u,,,
Port Melbourne,288.5503232,42539,Saturday,June,u,,,
Port Melbourne, ,42539,Saturday,June,u,,,
Port Melbourne, ,42539,Saturday,June,u,,,
Reservoir,3007.092199,42539,Saturday,June,u,,,
South Melbourne, ,42539,Saturday,June,u,,,
South Yarra, ,42539,Saturday,June,u,,,
South Yarra,1008.237232,42539,Saturday,June,u,,,
St Kilda, ,42539,Saturday,June,u,,,
St Kilda, ,42539,Saturday,June,u,,,
St Kilda,790.7542579,42539,Saturday,June,u,,,
St Kilda, ,42539,Saturday,June,u,,,
St Kilda, ,42539,Saturday,June,u,,,
St Kilda, ,42539,Saturday,June,u,,,
St Kilda, ,42539,Saturday,June,u,,,
Templestowe Lower,1559.139785,42539,Saturday,June,u,,,
Thornbury, ,42539,Saturday,June,u,,,
Thornbury, ,42539,Saturday,June,u,,,
Toorak, ,42539,Saturday,June,u,,,
Toorak, ,42539,Saturday,June,u,,,
Williamstown North, ,42539,Saturday,June,u,,,
Windsor, ,42539,Saturday,June,u,,,
Essendon West,2653.061224,42539,Saturday,June,u,,,
Murrumbeena, ,42539,Saturday,June,u,,,
Glen Huntly, ,42539,Saturday,June,u,,,
Glen Huntly, ,42539,Saturday,June,u,,,
Ripponlea,672.8395062,42539,Saturday,June,u,,,
Gardenvale, ,42539,Saturday,June,u,,,
Armadale, ,42548,Monday,June,u,,,
Ascot Vale, ,42548,Monday,June,u,,,
Balaclava,1118.012422,42548,Monday,June,u,,,
Bentleigh East,2429.245283,42548,Monday,June,u,,,
Bentleigh East,3685.56701,42548,Monday,June,u,,,
Brunswick West, ,42548,Monday,June,u,,,
Brunswick West, ,42548,Monday,June,u,,,
Carlton North, ,42548,Monday,June,u,,,
Carnegie,5416.666667,42548,Monday,June,u,,,
Carnegie, ,42548,Monday,June,u,,,
Carnegie,4466.666667,42548,Monday,June,u,,,
Coburg, ,42548,Monday,June,u,,,
Elwood, ,42548,Monday,June,u,,,
Elwood, ,42548,Monday,June,u,,,
Elwood, ,42548,Monday,June,u,,,
Essendon, ,42548,Monday,June,u,,,
Essendon,3794.117647,42548,Monday,June,u,,,
Essendon, ,42548,Monday,June,u,,,
Fairfield, ,42548,Monday,June,u,,,
Fitzroy, ,42548,Monday,June,u,,,
Fitzroy, ,42548,Monday,June,u,,,
Footscray, ,42548,Monday,June,u,,,
Footscray, ,42548,Monday,June,u,,,
Glenroy,1804.081633,42548,Monday,June,u,,,
Hampton, ,42548,Monday,June,u,,,
Kensington,295.4541199,42548,Monday,June,u,,,
Kensington, ,42548,Monday,June,u,,,
Malvern, ,42548,Monday,June,u,,,
Moonee Ponds, ,42548,Monday,June,u,,,
Reservoir,4147.826087,42548,Monday,June,u,,,
Reservoir,1834.745763,42548,Monday,June,u,,,
Reservoir,785.9649123,42548,Monday,June,u,,,
Richmond, ,42548,Monday,June,u,,,
Richmond, ,42548,Monday,June,u,,,
South Yarra, ,42548,Monday,June,u,,,
South Yarra, ,42548,Monday,June,u,,,
South Yarra, ,42548,Monday,June,u,,,
St Kilda,501.8820577,42548,Monday,June,u,,,
Thornbury,578.2085561,42548,Monday,June,u,,,
Thornbury, ,42548,Monday,June,u,,,
Thornbury, ,42548,Monday,June,u,,,
Toorak,478.3054322,42548,Monday,June,u,,,
Toorak, ,42548,Monday,June,u,,,
Toorak, ,42548,Monday,June,u,,,
Brunswick East, ,42548,Monday,June,u,,,
Murrumbeena, ,42548,Monday,June,u,,,
Oakleigh,2270.609319,42548,Monday,June,u,,,
Docklands, ,42548,Monday,June,u,,,
South Kingsville,4015.873016,42548,Monday,June,u,,,
Keilor Park,2740.963855,42548,Monday,June,u,,,
Airport West,2820.121951,42567,Saturday,July,u,,,
Altona,3314.285714,42567,Saturday,July,u,,,
Bentleigh East,3157.894737,42567,Saturday,July,u,,,
Bentleigh East,2698.58156,42567,Saturday,July,u,,,
Box Hill,3974.193548,42567,Saturday,July,u,,,
Brighton,7422.131148,42567,Saturday,July,u,,,
Brunswick, ,42567,Saturday,July,u,,,
Brunswick West, ,42567,Saturday,July,u,,,
Carlton North, ,42567,Saturday,July,u,,,
Carnegie,4421.052632,42567,Saturday,July,u,,,
Carnegie, ,42567,Saturday,July,u,,,
Carnegie, ,42567,Saturday,July,u,,,
Caulfield South,3712.374582,42567,Saturday,July,u,,,
Collingwood, ,42567,Saturday,July,u,,,
Collingwood, ,42567,Saturday,July,u,,,
Elwood, ,42567,Saturday,July,u,,,
Flemington, ,42567,Saturday,July,u,,,
Footscray, ,42567,Saturday,July,u,,,
Footscray, ,42567,Saturday,July,u,,,
Newport, ,42567,Saturday,July,u,,,
North Melbourne, ,42567,Saturday,July,u,,,
Oak Park,3287.878788,42567,Saturday,July,u,,,
Reservoir,3666.666667,42567,Saturday,July,u,,,
Richmond, ,42567,Saturday,July,u,,,
Southbank, ,42567,Saturday,July,u,,,
St Kilda, ,42567,Saturday,July,u,,,
St Kilda, ,42567,Saturday,July,u,,,
St Kilda, ,42567,Saturday,July,u,,,
Windsor, ,42567,Saturday,July,u,,,
Windsor, ,42567,Saturday,July,u,,,
Windsor, ,42567,Saturday,July,u,,,
Brunswick East, ,42567,Saturday,July,u,,,
East Melbourne, ,42567,Saturday,July,u,,,
Cremorne, ,42567,Saturday,July,u,,,
Abbotsford, ,42577,Tuesday,July,u,,,
Brighton East,9351.351351,42577,Tuesday,July,u,,,
Brunswick,685.1851852,42577,Tuesday,July,u,,,
Carnegie, ,42577,Tuesday,July,u,,,
Doncaster,2433.774834,42577,Tuesday,July,u,,,
Elwood, ,42577,Tuesday,July,u,,,
Elwood, ,42577,Tuesday,July,u,,,
Elwood, ,42577,Tuesday,July,u,,,
Fitzroy, ,42577,Tuesday,July,u,,,
Flemington, ,42577,Tuesday,July,u,,,
Hampton,216.168717,42577,Tuesday,July,u,,,
Niddrie,2810.909091,42577,Tuesday,July,u,,,
Niddrie,3128.742515,42577,Tuesday,July,u,,,
Preston,3151.041667,42577,Tuesday,July,u,,,
Reservoir,3448.275862,42577,Tuesday,July,u,,,
Reservoir,2926.829268,42577,Tuesday,July,u,,,
Richmond, ,42577,Tuesday,July,u,,,
South Yarra, ,42577,Tuesday,July,u,,,
South Yarra, ,42577,Tuesday,July,u,,,
South Yarra,48.08139535,42577,Tuesday,July,u,,,
St Kilda, ,42577,Tuesday,July,u,,,
St Kilda, ,42577,Tuesday,July,u,,,
St Kilda, ,42577,Tuesday,July,u,,,
Toorak, ,42577,Tuesday,July,u,,,
West Melbourne, ,42577,Tuesday,July,u,,,
Windsor, ,42577,Tuesday,July,u,,,
Murrumbeena,5911.764706,42577,Tuesday,July,u,,,
Ormond, ,42577,Tuesday,July,u,,,
Ormond, ,42577,Tuesday,July,u,,,
Glen Huntly,358.7443946,42577,Tuesday,July,u,,,
Oakleigh,5352.941176,42577,Tuesday,July,u,,,
Armadale, ,42581,Saturday,July,u,,,
Armadale, ,42581,Saturday,July,u,,,
Bentleigh,3958.333333,42581,Saturday,July,u,,,
Bentleigh, ,42581,Saturday,July,u,,,
Box Hill, ,42581,Saturday,July,u,,,
Brighton East,456.6098946,42581,Saturday,July,u,,,
Carnegie, ,42581,Saturday,July,u,,,
Carnegie, ,42581,Saturday,July,u,,,
Carnegie, ,42581,Saturday,July,u,,,
Coburg, ,42581,Saturday,July,u,,,
Collingwood, ,42581,Saturday,July,u,,,
Kensington, ,42581,Saturday,July,u,,,
Maribyrnong, ,42581,Saturday,July,u,,,
Melbourne,222.7298686,42581,Saturday,July,u,,,
Niddrie,2197.026022,42581,Saturday,July,u,,,
Niddrie,4014.778325,42581,Saturday,July,u,,,
Parkville, ,42581,Saturday,July,u,,,
Parkville,341.997264,42581,Saturday,July,u,,,
Pascoe Vale,3025.210084,42581,Saturday,July,u,,,
Reservoir,2932.330827,42581,Saturday,July,u,,,
South Melbourne, ,42581,Saturday,July,u,,,
South Melbourne, ,42581,Saturday,July,u,,,
South Yarra, ,42581,Saturday,July,u,,,
South Yarra, ,42581,Saturday,July,u,,,
South Yarra, ,42581,Saturday,July,u,,,
Southbank,677.6556777,42581,Saturday,July,u,,,
Southbank, ,42581,Saturday,July,u,,,
St Kilda,536.4238411,42581,Saturday,July,u,,,
St Kilda,213.3815552,42581,Saturday,July,u,,,
St Kilda,405.3058217,42581,Saturday,July,u,,,
St Kilda, ,42581,Saturday,July,u,,,
Toorak, ,42581,Saturday,July,u,,,
Toorak, ,42581,Saturday,July,u,,,
West Melbourne, ,42581,Saturday,July,u,,,
Brunswick East, ,42581,Saturday,July,u,,,
Carlton, ,42581,Saturday,July,u,,,
Kingsville, ,42581,Saturday,July,u,,,
Ormond, ,42581,Saturday,July,u,,,
Albion, ,42581,Saturday,July,u,,,
Oakleigh,5937.5,42581,Saturday,July,u,,,
Altona,2025.723473,42588,Saturday,August,u,,,
Altona,6246.153846,42588,Saturday,August,u,,,
Bentleigh, ,42588,Saturday,August,u,,,
Brunswick, ,42588,Saturday,August,u,,,
Carnegie, ,42588,Saturday,August,u,,,
Carnegie, ,42588,Saturday,August,u,,,
Carnegie, ,42588,Saturday,August,u,,,
Elwood, ,42588,Saturday,August,u,,,
Essendon North,393.3933934,42588,Saturday,August,u,,,
Fitzroy, ,42588,Saturday,August,u,,,
Footscray, ,42588,Saturday,August,u,,,
Glenroy,2621.95122,42588,Saturday,August,u,,,
